Foundation EIN,Foundation name,Foundation city,Foundation state,Foundation county,Foundation.Year formed,Foundation.Most recent tax filings,"Foundation.NTEE code, primary","Foundation.NAICS code, primary",Foundation.Total revenues,Foundation.Total liabilities,Foundation revenues,Foundation assets,Foundation Grant geographic focus,Foundation Total num. grants made,Grant recipient EIN,Grant recipient name,Grant amounts,Fiscal year when grants made,Recipient.Street address,Recipient.City,Recipient.Zip code,Recipient.County,Recipient.Year formed,Recipient.Most recent tax filings,"Recipient.NTEE code, primary","Recipient.NAICS code, primary",Recipient.Has full-time employees,Recipient.Has endowment support,Recipient.Federal funding types,Recipient.Total assets,Recipient.Total revenues,Recipient.Total liabilities,Recipient.Total expenses,Recipient.Number of grants made,Recipient.Median grant amount
36-6047348,Myron F Ratcliffe Foundation,"Redlands, California",CA,"San Bernardino County, California",1963,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,81655,305,81655,578089,Metro,7,33-0055395,Redlands Symphony Association,4000,12/1/2023,301 9th St 302,Redlands,92374,"San Bernardino County, California",1983,6/1/2024,A69: Symphony Orchestras,711130: Musical Groups and Artists,Yes,Yes,Project grant; Grant,2019064,801718,27143,925411,,
26-0007978,The Paul D Ware Foundation,"Highland, California",CA,"San Bernardino County, California",2003,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,86111,0,86111,1216551,Metro,18,33-0305099,Loma Linda Veterans Association for Research and Education,4000,12/1/2023,PO Box 10849,San Bernardino,92423,"San Bernardino County, California",1988,9/1/2023,H90: Medical Specialty Research,813410: Civic and Social Organizations,Yes,No,Project grant; Grant; Cooperative agreement; Sub-grant,5044041,3528806,386308,4377553,,
26-0007978,The Paul D Ware Foundation,"Highland, California",CA,"San Bernardino County, California",2003,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,86111,0,86111,1216551,Metro,18,33-0305099,Loma Linda Veterans Association for Research and Education,4000,12/1/2024,PO Box 10849,San Bernardino,92423,"San Bernardino County, California",1988,9/1/2023,H90: Medical Specialty Research,813410: Civic and Social Organizations,Yes,No,Project grant; Grant; Cooperative agreement; Sub-grant,5044041,3528806,386308,4377553,,
45-4140394,Annette M Williams Charitable Foundation,"San Bernardino, California",CA,"San Bernardino County, California",2015,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,906182,0,906182,12745799,Metro,60,33-0600577,Redlands Conservancy,4000,12/1/2023,PO Box 855,Redlands,92373,"San Bernardino County, California",1994,12/1/2024,C34: Land Resources Conservation,"813312: Environment, Conservation, and Wildlife Organizations",Yes,Yes,,20326033,1045390,6999,1385786,1,100000
85-1098025,The Paisley Foundation,"Indian Wells, California",CA,"Riverside County, California",2021,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,19733,0,19733,595030,Metro,8,33-0777892,Martha's Village and Kitchen,4000,12/1/2023,83-791 Date Ave,Indio,92201,"Riverside County, California",1997,12/1/2024,P20: Human Service Organizations,62422: Community Housing Services,Yes,Yes,Formula grant; Grant; Sub-grant,15011613,12097601,6178024,11700562,,
95-3522679,Seventh-Day Adventists Loma Linda University Medical Center,"Loma Linda, California",CA,"San Bernardino County, California",1980,6/1/2023,"E22: Hospital, General",622: Hospitals,1582242737,2377753577,1582242737,3304698702,,,33-0565591,Loma Linda University Children's Hospital Foundation,4000,6/1/2023,197 E Caroline St 2100,San Bernardino,92408,"San Bernardino County, California",1992,6/1/2024,E86: Patient Services,813212: Health and Disease Research Fundraising Organizations,No,Yes,,31737429,5234740,6695,496168,,
47-2207167,Fontana Foundation of Hope,"Fontana, California",CA,"San Bernardino County, California",2015,6/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,179977,0,179977,11296646,Metro,25,95-3478342,Concerned Citizens for the Development of North Fontana,4000,6/1/2023,16655 Foothill Blvd Ste 200,Fontana,92335,"San Bernardino County, California",2016,12/1/2024,W01: Public and Societal Benefit Alliances and Advocacy,,No,No,,,,,,,
47-2207167,Fontana Foundation of Hope,"Fontana, California",CA,"San Bernardino County, California",2015,6/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,179977,0,179977,11296646,Metro,25,82-4117243,Pivotal Moment Empowerment,4000,6/1/2023,14973 Braemar Dr,Victorville,92394,"San Bernardino County, California",2022,6/1/2024,P40: Family Services,,No,No,,,,,,,
83-2206968,Highland Fairview Foundation,"Moreno Valley, California",CA,"Riverside County, California",2019,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,173250,0,173250,4621,Metro,15,26-1295880,Moreno Valley Community Foundation,4000,12/1/2023,14177 Frederick St,Moreno Valley,92553,"Riverside County, California",2007,6/1/2024,T31: Community Foundations,813211: Grantmaking Foundations,No,No,,1391644,706039,12275,511442,1,100000
27-4256513,John P Previti Memorial Foundation,"Ontario, California",CA,"San Bernardino County, California",2011,6/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,0,0,0,44171,Metro,12,26-4237851,United Christian Academy / Uc Academy International Inc,4000,6/1/2023,10900 Civic Dr,Rancho Cucamonga,91730,"San Bernardino County, California",2009,6/1/2023,B24: Elementary School,611110: Elementary and Secondary Schools,Yes,No,,13799154,10697456,9976818,11222668,,
77-0560164,Larry A Modin Foundation,"Palm Springs, California",CA,"Riverside County, California",2002,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,57780,5128,57780,274437,State,10,33-0696687,Mizell Senior Center Endowment Fund,4000,12/1/2023,480 S Sunrise Way,Palm Springs,92262,"Riverside County, California",1995,6/1/2024,P81: Senior Centers and Services,813211: Grantmaking Foundations,No,Yes,,1228948,33641,17035,12069,1,7935
33-0952475,The Champions Volunteer Foundation,"La Quinta, California",CA,"Riverside County, California",2002,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,589326,1625,589326,412828,Metro,56,26-3841119,Loving All Animals,4000,12/1/2023,83-496 Ave 51,Coachella,92236,"Riverside County, California",2008,12/1/2024,D31: Protection of Endangered Species,"813312: Environment, Conservation, and Wildlife Organizations",Yes,No,,1123798,841897,60913,574085,1,2400
33-0952475,The Champions Volunteer Foundation,"La Quinta, California",CA,"Riverside County, California",2002,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,589326,1625,589326,412828,Metro,56,33-0278817,Variety Childrens Charities of the Desert Tent 66,4000,12/1/2023,42600 Cook St 150,Palm Desert,92211,"Riverside County, California",1987,9/1/2024,P12: Human Services Fund Raising and Fund Distribution,624110: Child and Youth Services,Yes,No,,436431,891663,151055,918262,1,10000
27-4314090,Steffen Foundation,"Wildomar, California",CA,"Riverside County, California",2014,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,270504,0,270504,1306600,Metro,27,88-0900274,MALHY Community Outreach Protective Services,3850,12/1/2024,27475 Ynez Rd Ste 254,Temecula,92591,"Riverside County, California",2022,12/1/2024,"T00: Philanthropy, Voluntarism, and Grantmaking Foundations: General",,No,No,,,,,,,
27-4314090,Steffen Foundation,"Wildomar, California",CA,"Riverside County, California",2014,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,270504,0,270504,1306600,Metro,27,85-3012487,Treasure Box Angels,3650,12/1/2023,33252 Corte Yaca,Temecula,92592,"Riverside County, California",2024,12/1/2024,F12: Mental Health and Crisis Intervention Fund Raising and Fund Distribution,,No,No,,,,,,,
94-6124174,Martin Field Foundation,"Indian Wells, California",CA,"Riverside County, California",1966,2/1/2025,T20: Private Foundations,813211: Grantmaking Foundations,27804,0,27804,526787,Metro,13,93-1665274,One Valley Foundation,3600,2/1/2025,75702 Varner Rd,Palm Desert,92211,"Riverside County, California",2023,6/1/2024,"N60: Amateur Sports Clubs, Leagues",813212: Health and Disease Research Fundraising Organizations,No,No,,44187,661531,388854,965502,13,20000
33-0260006,Greenbaum-Strauss Foundation,"Rancho Mirage, California",CA,"Riverside County, California",1988,6/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,7820,0,7820,150601,Metro,6,95-3015930,Temple Sinai-Jewish Community Center of Palm Desert,3600,6/1/2023,73251 Hovley LN West,Palm Desert,92260,"Riverside County, California",1976,,X30: Jewish,813110: Religious Organizations,No,No,Grant; Project grant; Sub-grant,,,,,,
52-1757452,HN and Frances C Berger Foundation,"Palm Desert, California",CA,"Riverside County, California",1996,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,27759670,2040450,27759670,489101990,Metro,121,33-0206420,Palm Desert Golf Cart Parade,3500,12/1/2023,72559 Hwy 111,Palm Desert,92260,"Riverside County, California",1992,6/1/2025,"N60: Amateur Sports Clubs, Leagues","7113: Promoters of Performing Arts, Sports, and Similar Events",No,No,,79742,67000,0,22903,,
36-3556784,Kahn-Abeles Foundation,"Rancho Mirage, California",CA,"Riverside County, California",1989,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,90647,5190,90647,680461,Regional,27,23-7369948,Palm Springs Friends of Philharmonic,3500,12/1/2023,PO Box 12770,Palm Desert,92255,"Riverside County, California",1974,6/1/2024,A69: Symphony Orchestras,711130: Musical Groups and Artists,Yes,No,,3677695,1778962,572150,1558023,7,7000
76-0721677,The Grace Helen Spearman Foundation,"Palm Springs, California",CA,"Riverside County, California",2003,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,1516365,34505,1516365,13702878,Metro,90,33-0889045,Tools For Tomorrow,3500,11/1/2024,42-600 Cook St Ste 202,Palm Desert,92211,"Riverside County, California",1999,6/1/2024,"A20: Arts, Cultural Organizations",611710: Educational Support Services,Yes,No,,728674,575585,19949,472795,,
76-0721677,The Grace Helen Spearman Foundation,"Palm Springs, California",CA,"Riverside County, California",2003,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,1516365,34505,1516365,13702878,Metro,90,95-3652725,Soroptimist House of Hope,3500,11/1/2024,13525 Cielo Azul Way,Desert Hot Springs,92240,"Riverside County, California",1981,6/1/2024,"F20: Alcohol, Drug, and Substance Abuse, Dependency Prevention and Treatment",624190: Individual and Family Services,Yes,No,,690645,811444,31626,772165,,
76-0721677,The Grace Helen Spearman Foundation,"Palm Springs, California",CA,"Riverside County, California",2003,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,1516365,34505,1516365,13702878,Metro,90,23-7292226,Assistance League Coachella Valley,3500,11/1/2024,PO Box 3056,Rancho Mirage,92270,"Riverside County, California",1973,5/1/2024,P20: Human Service Organizations,813410: Civic and Social Organizations,No,No,,1093879,514995,45303,477901,,
76-0721677,The Grace Helen Spearman Foundation,"Palm Springs, California",CA,"Riverside County, California",2003,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,1516365,34505,1516365,13702878,Metro,90,88-4282666,Palm Springs Sister City Committee,3500,11/1/2023,3752 E Bogert TRL,Palm Springs,92264,"Riverside County, California",2022,12/1/2024,"Q20: International Exchanges, Cultural Understanding",,No,No,,,,,,,
36-6047348,Myron F Ratcliffe Foundation,"Redlands, California",CA,"San Bernardino County, California",1963,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,81655,305,81655,578089,Metro,7,33-0932158,Redlands Historical Museum Association,3500,12/1/2023,PO Box 470,Redlands,92373,"San Bernardino County, California",2000,12/1/2023,A54: History Museums,"7121: Museums, Historical Sites, and Similar Institutions",No,Yes,,28864587,5461589,1547386,155847,,
95-3619250,The Art Laboe Foundation,"Palm Springs, California",CA,"Riverside County, California",1981,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,899098,0,899098,3325110,State,41,82-1949979,Alzheimers Coachella Valley,3500,11/1/2024,75105 Merle St Suite 800,Palm Desert,92211,"Riverside County, California",2017,12/1/2023,G83: Alzheimers Disease,813212: Health and Disease Research Fundraising Organizations,Yes,No,,1215862,661300,624483,532065,,
95-3619250,The Art Laboe Foundation,"Palm Springs, California",CA,"Riverside County, California",1981,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,899098,0,899098,3325110,State,41,33-0731853,Friends of the Palm Springs Animal Shelter,3500,11/1/2024,4575 E Mesquite Ave,Palm Springs,92264,"Riverside County, California",1997,12/1/2023,D20: Animal Protection and Welfare,"813312: Environment, Conservation, and Wildlife Organizations",Yes,No,,2538520,4477407,503117,4609531,,
27-4314090,Steffen Foundation,"Wildomar, California",CA,"Riverside County, California",2014,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,270504,0,270504,1306600,Metro,27,33-0470446,Oak Grove Center,3500,12/1/2024,24275 Jefferson Ave,Murrieta,92562,"Riverside County, California",1981,12/1/2023,P11: Human Services Single Organization Support,623210: Residential Intellectual and Developmental Disability Facilities,Yes,No,Direct payment; Grant,36184320,24450940,3626474,22638240,,
33-0952475,The Champions Volunteer Foundation,"La Quinta, California",CA,"Riverside County, California",2002,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,589326,1625,589326,412828,Metro,56,33-0071613,John F Kennedy Memorial Foundation,3500,12/1/2023,73-555 San Gorgonio Way,Palm Desert,92260,"Riverside County, California",1984,6/1/2024,"T00: Philanthropy, Voluntarism, and Grantmaking Foundations: General",624110: Child and Youth Services,Yes,No,Formula grant; Grant; Sub-grant,1233569,1441017,149220,1283088,,
68-0195202,The Hyman and Mintz Family Foundation,"Rancho Mirage, California",CA,"Riverside County, California",1990,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,-94703,2184887,-94703,4380601,Metro,40,33-0615350,Palm Springs Air Museum,3490,12/1/2023,745 N Gene Autry Trail,Palm Springs,92262,"Riverside County, California",1994,8/1/2024,A54: History Museums,"7121: Museums, Historical Sites, and Similar Institutions",Yes,No,Contract; Purchase order,25962550,5906509,790302,4654934,,
52-1757452,HN and Frances C Berger Foundation,"Palm Desert, California",CA,"Riverside County, California",1996,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,27759670,2040450,27759670,489101990,Metro,121,33-0724092,Desert United Soccer Club,3300,12/1/2023,PO Box 13821,Palm Desert,92255,"Riverside County, California",2004,6/1/2025,"N64: Soccer Clubs, Leagues","713990: Amateur Sports, Youth Sports, and Recreational Services",No,No,,30213,142262,183,138805,,
83-2206968,Highland Fairview Foundation,"Moreno Valley, California",CA,"Riverside County, California",2019,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,173250,0,173250,4621,Metro,15,33-0056551,Community Health Systems,3300,12/1/2023,21801 Alessandro Blvd,Moreno Valley,92553,"Riverside County, California",1984,12/1/2023,E21: Community Health Systems,621: Outpatient Health Care Practitioners and Facilities,Yes,No,Direct payment; Project grant; Grant; Sub-grant,42691698,52973343,25006014,43988868,,
94-6124174,Martin Field Foundation,"Indian Wells, California",CA,"Riverside County, California",1966,2/1/2025,T20: Private Foundations,813211: Grantmaking Foundations,27804,0,27804,526787,Metro,13,84-3032795,Grant Fuhr Foundation,3145,2/1/2025,40101 Monterey Ave,Rancho Mirage,92270,"Riverside County, California",2019,12/1/2023,"T12: Philanthropy, Voluntarism and Grantmaking Foundations Fund Raising and Fund Distribution",813211: Grantmaking Foundations,No,No,,3068,207335,0,161343,1,67000
95-6067230,The Beaver Medical Clinic Foundation,"Redlands, California",CA,"San Bernardino County, California",1964,6/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,155388,0,155388,1024866,Metro,19,23-7314077,Crafton Hills College Foundation,3000,6/1/2023,11711 Sand Canyon Rd,Yucaipa,92399,"San Bernardino County, California",1973,6/1/2021,B11: Education Single Organization Support,813211: Grantmaking Foundations,No,Yes,,4298846,1580334,1,755979,1,141869
76-0721677,The Grace Helen Spearman Foundation,"Palm Springs, California",CA,"Riverside County, California",2003,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,1516365,34505,1516365,13702878,Metro,90,83-3693936,Adult Health and Fitness Today,3000,11/1/2023,71481 Halgar Rd,Rancho Mirage,92270,"Riverside County, California",2019,12/1/2022,E70: Public Health Programs,624190: Individual and Family Services,Yes,No,,41398,217248,5270,234558,,
33-0486173,Dr Prem Reddy Family Foundation,"Victorville, California",CA,"San Bernardino County, California",1992,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,1531925,117770,1531925,45761850,State,56,95-1643389,University of Redlands,3000,12/1/2023,1200 E Colton Ave,Redlands,92373,"San Bernardino County, California",1907,6/1/2024,B42: Undergraduate College (4-year),"611310: Colleges, Universities, and Professional Schools",Yes,Yes,,538620588,199788121,147088545,196655663,1,4561986
45-4140394,Annette M Williams Charitable Foundation,"San Bernardino, California",CA,"San Bernardino County, California",2015,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,906182,0,906182,12745799,Metro,60,95-6065105,Assistance League of San Bernardino,3000,12/1/2023,580 W 6th St,San Bernardino,92410,"San Bernardino County, California",1947,6/1/2024,P20: Human Service Organizations,813410: Civic and Social Organizations,Yes,Yes,,1316066,189016,18448,330074,,
95-1811238,Ontario Community Foundation,"Upland, California",CA,"San Bernardino County, California",1956,12/1/2024,T31: Community Foundations,813211: Grantmaking Foundations,224969,243,224969,3438287,Metro,19,87-4205225,St Anthony Bridges To Home,3000,12/1/2024,1609 N Mountain Ave,Upland,91784,"San Bernardino County, California",2022,6/1/2024,"L41: Homeless, Temporary Shelter",62422: Community Housing Services,No,No,,248292,199654,0,73650,,
33-6017847,James L White Foundation,"Palm Desert, California",CA,"Riverside County, California",1988,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,26056,0,26056,617201,Metro,16,33-0341818,Foothill Family Shelter,3000,12/1/2023,1501 W Ninth St D,Upland,91786,"San Bernardino County, California",1984,6/1/2023,"L41: Homeless, Temporary Shelter",62422: Community Housing Services,Yes,No,,3375195,1819987,1050289,867707,,
33-6017847,James L White Foundation,"Palm Desert, California",CA,"Riverside County, California",1988,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,26056,0,26056,617201,Metro,16,33-0341818,Foothill Family Shelter,3000,12/1/2024,1501 W Ninth St D,Upland,91786,"San Bernardino County, California",1984,6/1/2023,"L41: Homeless, Temporary Shelter",62422: Community Housing Services,Yes,No,,3375195,1819987,1050289,867707,,
33-0775211,The Lossett Family Foundation,"Redlands, California",CA,"San Bernardino County, California",1998,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,13848,0,13848,792565,Metro,8,95-2131653,Assistance League of Redlands,3000,12/1/2023,506 W Colton Ave,Redlands,92374,"San Bernardino County, California",1931,5/1/2024,P20: Human Service Organizations,813410: Civic and Social Organizations,Yes,Yes,,1612240,433196,14459,501978,1,6400
95-3619250,The Art Laboe Foundation,"Palm Springs, California",CA,"Riverside County, California",1981,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,899098,0,899098,3325110,State,41,82-1949979,Alzheimers Coachella Valley,3000,11/1/2023,75105 Merle St Suite 800,Palm Desert,92211,"Riverside County, California",2017,12/1/2023,G83: Alzheimers Disease,813212: Health and Disease Research Fundraising Organizations,Yes,No,,1215862,661300,624483,532065,,
95-3619250,The Art Laboe Foundation,"Palm Springs, California",CA,"Riverside County, California",1981,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,899098,0,899098,3325110,State,41,26-3312826,Coachella Valley Volunteers in Medicine,3000,11/1/2024,PO Box 10090,Indio,92202,"Riverside County, California",2008,12/1/2023,"E32: Ambulatory Health Center, Community Clinic",621: Outpatient Health Care Practitioners and Facilities,Yes,No,,930213,995420,137076,1063236,,
95-3619250,The Art Laboe Foundation,"Palm Springs, California",CA,"Riverside County, California",1981,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,899098,0,899098,3325110,State,41,33-0731853,Friends of the Palm Springs Animal Shelter,3000,11/1/2023,4575 E Mesquite Ave,Palm Springs,92264,"Riverside County, California",1997,12/1/2023,D20: Animal Protection and Welfare,"813312: Environment, Conservation, and Wildlife Organizations",Yes,No,,2538520,4477407,503117,4609531,,
95-3619250,The Art Laboe Foundation,"Palm Springs, California",CA,"Riverside County, California",1981,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,899098,0,899098,3325110,State,41,45-5473347,Boo2bullying,3000,11/1/2024,2200 Acacia Rd E,Palm Springs,92262,"Riverside County, California",2012,12/1/2024,I20: Crime Prevention,813319: Social Advocacy Organizations,Yes,No,,5054,63891,203284,79452,,
95-3619250,The Art Laboe Foundation,"Palm Springs, California",CA,"Riverside County, California",1981,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,899098,0,899098,3325110,State,41,82-3900893,Ronnies House for Hope,3000,11/1/2023,41590 Balaclava Dr,Bermuda Dunes,92203,"Riverside County, California",2018,12/1/2024,F60: Counseling Support Groups,,No,No,,,,,,,
95-3619250,The Art Laboe Foundation,"Palm Springs, California",CA,"Riverside County, California",1981,11/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,899098,0,899098,3325110,State,41,82-3900893,Ronnies House for Hope,3000,11/1/2024,41590 Balaclava Dr,Bermuda Dunes,92203,"Riverside County, California",2018,12/1/2024,F60: Counseling Support Groups,,No,No,,,,,,,
41-2113946,The Ac and Shaughne S Warnack Foundation,"Palm Desert, California",CA,"Riverside County, California",2004,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,68748,0,68748,2409303,Metro,24,95-2684844,Coachella Valley Rescue Mission,3000,12/1/2024,47-470 Van Buren,Indio,92201,"Riverside County, California",1971,12/1/2024,P20: Human Service Organizations,62422: Community Housing Services,Yes,No,Formula grant; Grant; Sub-grant,21510949,15032740,627122,14472192,,
41-2113946,The Ac and Shaughne S Warnack Foundation,"Palm Desert, California",CA,"Riverside County, California",2004,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,68748,0,68748,2409303,Metro,24,95-2684844,Coachella Valley Rescue Mission,3000,12/1/2023,47-470 Van Buren,Indio,92201,"Riverside County, California",1971,12/1/2024,P20: Human Service Organizations,62422: Community Housing Services,Yes,No,Formula grant; Grant; Sub-grant,21510949,15032740,627122,14472192,,
81-1560519,TMI Charitable Foundation,"Big Bear Lake, California",CA,"San Bernardino County, California",2016,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,79360,0,79360,1724668,State,18,33-0109115,Doves of Big Bear Valley,3000,12/1/2023,PO Box 3646,Big Bear Lake,92315,"San Bernardino County, California",1985,6/1/2024,P43: Family Violence Shelters and Services,813319: Social Advocacy Organizations,Yes,No,Formula grant; Grant; Sub-grant,975578,1951295,539524,2141841,,
32-0347025,Sons of Italy Joanne Coccia Lodge No 2553 Foundation,"Fontana, California",CA,"San Bernardino County, California",2014,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,35500,0,35500,14239,Metro,11,95-1890710,California Baptist University,3000,12/1/2023,8432 Magnolia Ave,Riverside,92504,"Riverside County, California",1954,6/1/2023,B42: Undergraduate College (4-year),"611310: Colleges, Universities, and Professional Schools",Yes,Yes,Direct loan; Cooperative agreement; Contract; Formula grant; Direct payment; Sub-grant; Sub-contract; Delivery order; Project grant; Loan; Grant,688267246,439711685,396218701,428916970,,
71-1008207,Jenai Annabelle Morehead Foundation,"Rancho Cucamonga, California",CA,"San Bernardino County, California",2008,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,50000,0,50000,39201,Metro,6,87-4685468,Shadow Hills High School Football Booster Club,3000,12/1/2024,PO Box 1802,Indio,92202,"Riverside County, California",2022,12/1/2023,"N65: Football Clubs, Leagues",813410: Civic and Social Organizations,No,No,,0,40214,0,59622,,
71-1008207,Jenai Annabelle Morehead Foundation,"Rancho Cucamonga, California",CA,"San Bernardino County, California",2008,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,50000,0,50000,39201,Metro,6,33-0606879,Abundant Living Family Church,3000,12/1/2023,10900 Civic Dr,RCH Cucamonga,91730,"San Bernardino County, California",1994,,X00: Religion: General,813110: Religious Organizations,No,No,,,,,,,
46-3740788,Bennion and Deville Charitable Foundation,"Rancho Mirage, California",CA,"Riverside County, California",2022,9/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,21950,0,21950,49149,Metro,10,95-2684844,Coachella Valley Rescue Mission,3000,9/1/2024,47-470 Van Buren,Indio,92201,"Riverside County, California",1971,12/1/2024,P20: Human Service Organizations,62422: Community Housing Services,Yes,No,Formula grant; Grant; Sub-grant,21510949,15032740,627122,14472192,,
95-6044472,Bourns Foundation,"Riverside, California",CA,"Riverside County, California",1959,11/1/2024,T21: Corporate foundations,813211: Grantmaking Foundations,255084,0,255084,125202,Metro,11,46-3635156,Martin Luther King High School Choir Boosters,3000,11/1/2024,9301 Wood Rd,Riverside,92508,"Riverside County, California",2014,6/1/2025,A68: Music,813410: Civic and Social Organizations,No,No,,,,,,,
87-4650350,Steve and Alice Wright Foundation,"La Quinta, California",CA,"Riverside County, California",2022,11/1/2024,"W00: Public Policy, Public Services Institutions: General",813211: Grantmaking Foundations,7220,0,7220,196760,Metro,4,95-2156185,La Quinta Country Club,3000,11/1/2023,77-750 Ave 50,La Quinta,92253,"Riverside County, California",1959,9/1/2024,"N50: Recreational, Pleasure, or Social Club",713910: Golf Courses and Country Clubs,Yes,No,,20324737,10828005,14089802,9966315,,
84-3636158,Anuj Thakkar Family Foundation,"Corona, California",CA,"Riverside County, California",2020,9/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,33989,0,33989,197694,Metro,5,20-1647743,Inspire Life Skills Training,3000,9/1/2024,2279 Eagle Glen Pkwy 112,Corona,92883,"Riverside County, California",2004,12/1/2024,P50: Personal Social Services,624110: Child and Youth Services,Yes,No,,1945097,1694600,345454,836979,,
85-4018679,El-Gaouny and Lee Foundation,"Rancho Cucamonga, California",CA,"San Bernardino County, California",2021,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,48000,5035,48000,232282,Metro,4,95-4095445,Chaffey College Foundation,3000,12/1/2023,5885 Haven Ave,Rancho Cucamonga,91737,"San Bernardino County, California",1987,6/1/2024,"B82: Scholarships, Student Financial Aid Services",813211: Grantmaking Foundations,Yes,Yes,,10885355,2320924,126992,2507692,,
85-4018679,El-Gaouny and Lee Foundation,"Rancho Cucamonga, California",CA,"San Bernardino County, California",2021,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,48000,5035,48000,232282,Metro,4,95-4095445,Chaffey College Foundation,3000,12/1/2024,5885 Haven Ave,Rancho Cucamonga,91737,"San Bernardino County, California",1987,6/1/2024,"B82: Scholarships, Student Financial Aid Services",813211: Grantmaking Foundations,Yes,Yes,,10885355,2320924,126992,2507692,,
77-0560164,Larry A Modin Foundation,"Palm Springs, California",CA,"Riverside County, California",2002,12/1/2024,T20: Private Foundations,813211: Grantmaking Foundations,57780,5128,57780,274437,State,10,33-0696687,Mizell Senior Center Endowment Fund,3000,12/1/2024,480 S Sunrise Way,Palm Springs,92262,"Riverside County, California",1995,6/1/2024,P81: Senior Centers and Services,813211: Grantmaking Foundations,No,Yes,,1228948,33641,17035,12069,1,7935
33-0952475,The Champions Volunteer Foundation,"La Quinta, California",CA,"Riverside County, California",2002,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,589326,1625,589326,412828,Metro,56,27-3133601,Galilee Center,3000,12/1/2023,PO Box 308,Mecca,92254,"Riverside County, California",2010,12/1/2023,P85: Homeless Persons Centers and Services,624210: Community Food Services,Yes,No,Project grant; Grant,11372290,13235145,896128,11601742,,
33-0952475,The Champions Volunteer Foundation,"La Quinta, California",CA,"Riverside County, California",2002,12/1/2023,T20: Private Foundations,813211: Grantmaking Foundations,589326,1625,589326,412828,Metro,56,81-3940299,Childrens Services of the Desert,3000,12/1/2023,79440 Corporate Centre Dr 113,La Quinta,92253,"Riverside County, California",2016,2/1/2025,G84: Autism,624110: Child and Youth Services,No,No,,43951,45160,0,29695,,
